lease_id,cmu_name,grow_area_name,grow_area_type,waterbody,rainfall_desc,rainfall_thresh_days,rainfall_thresh_in,emerg_cond,latitude,longitude
L-646,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18118903,-83.07782887
L-647,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18064024,-83.07778822
L-648,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18009145,-83.07774756
L-649,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17954266,-83.0777069
L-650,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17899387,-83.07766625
L-652,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1778963,-83.07758495
L-653,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1773475,-83.07754429
L-654,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17679871,-83.07750363
L-655,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17624994,-83.07746296
L-656,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17570115,-83.07742232
L-657,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17515237,-83.07738165
L-658,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17460357,-83.07734103
L-659,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17405478,-83.07730036
L-660,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17350599,-83.07725972
L-662,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17240841,-83.07717841
L-663,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17185961,-83.07713776
L-664,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17131082,-83.07709712
L-665,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17076203,-83.07705646
L-666,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17021324,-83.07701582
L-667,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16966445,-83.07697517
L-668,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16911567,-83.07693452
L-671,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16746931,-83.07681259
L-672,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16692051,-83.07677193
L-673,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16637172,-83.0767313
L-674,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16582293,-83.07669064
L-675,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16527414,-83.07665001
L-676,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16459801,-83.07671466
L-677,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16406244,-83.0768569
L-678,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16352789,-83.07699775
L-679,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16299229,-83.07714
L-680,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16245671,-83.07728222
L-681,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16192112,-83.07742449
L-682,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16138553,-83.07756671
L-683,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16084994,-83.07770895
L-684,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16031434,-83.07785119
L-685,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15977876,-83.07799342
L-686,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15924317,-83.07813566
L-687,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15870807,-83.07827796
L-688,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15817198,-83.07842012
L-661,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17295724,-83.07721865
L-624,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16921397,-83.07521481
L-623,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16976301,-83.07525527
L-6022,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15583732,-83.08080919
L-6021,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15637292,-83.08066698
L-6020,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15690851,-83.08052477
L-6019,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15744411,-83.08038255
L-6018,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1579797,-83.08024032
L-6017,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15851528,-83.08009811
L-6016,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15905088,-83.07995588
L-6015,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15958647,-83.07981366
L-6014,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16012207,-83.07967144
L-6013,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16065766,-83.0795292
L-6012,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16119325,-83.07938698
L-6011,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16172884,-83.07924476
L-6006,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15763639,-83.07856235
L-6007,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15710079,-83.07870458
L-6008,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15656522,-83.07884683
L-6009,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15602962,-83.07898903
L-6010,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15549401,-83.07913126
L-6001,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15729308,-83.07688439
L-6002,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15675754,-83.07702667
L-6003,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1562219,-83.07716886
L-6004,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15568631,-83.0773111
L-6005,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.15515071,-83.07745332
D-001,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40809217,-83.26528388
D-002,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40795323,-83.26477418
D-003,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.4078143,-83.26426448
D-007,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40725854,-83.26222571
D-017,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40586899,-83.25712889
D-024,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.4048962,-83.2535612
D-030,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40406228,-83.25050322
D-031,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40392329,-83.24999356
D-032,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40378429,-83.24948391
D-033,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40638577,-83.26589055
D-034,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40624684,-83.26538086
D-035,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40610792,-83.26487116
D-036,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40596896,-83.26436149
L-651,241_30,GULF JACKSON,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17844508,-83.07762559
D-004,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40768343,-83.26374143
D-005,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40753642,-83.26324509
D-006,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40739747,-83.2627354
D-008,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40711958,-83.26171603
D-009,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40698064,-83.26120634
D-010,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40684169,-83.26069666
D-011,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40670274,-83.26018697
D-012,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.4065638,-83.25967729
D-013,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40642483,-83.25916761
D-014,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40628588,-83.25865793
D-015,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40614692,-83.25814825
D-016,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40600795,-83.25763857
D-018,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40573003,-83.25661921
D-019,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40559106,-83.25610954
D-020,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40545208,-83.25559987
D-021,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40531311,-83.2550902
D-022,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40517414,-83.25458053
D-023,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40503517,-83.25407086
D-025,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40475721,-83.25305154
D-026,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40461823,-83.25254187
D-027,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40447925,-83.25203221
D-028,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40434025,-83.25152255
D-029,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40420126,-83.25101288
D-037,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40583003,-83.26385181
D-038,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40569109,-83.26334212
D-039,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40555216,-83.26283244
D-040,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40541321,-83.26232276
D-043,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40499638,-83.26079374
D-044,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40485741,-83.26028405
D-052,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40374572,-83.25620671
D-060,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40263391,-83.25212942
D-061,291_25,HORSESHOE,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40249493,-83.25161977
D-101,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40142755,-83.24619359
D-102,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40142533,-83.24565981
D-106,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40141645,-83.24352466
D-108,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40141199,-83.24245709
D-109,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40141034,-83.24192377
D-110,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40140753,-83.24138951
D-111,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40140529,-83.24085573
D-112,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40140306,-83.24032194
D-113,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40140082,-83.23978815
D-114,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40139858,-83.23925437
D-115,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40139633,-83.23872058
D-116,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40139409,-83.23818679
D-117,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40139183,-83.23765301
D-118,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40138959,-83.23711923
D-119,291_25,LONG BAR,AUZ, ,"1 day >3.56"" Manatee Springs SP",1,3.56,NO,29.40138734,-83.23658545
V-004,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86452292,-80.83043146
V-015,218_82,VOLUSIA COUNTY,AUZ, ,"2 day >2.40"" Vol Cty SE Water Reclamation",2,2.4,NO,28.86172742,-80.82903162
LE-2015,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58558643,-82.1529642
LE-2014,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58602966,-82.1531848
LE-2013,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58647289,-82.15340538
LE-2012,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58691611,-82.15362598
LE-2011,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58735934,-82.15384656
LE-2010,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58780256,-82.15406716
LE-2009,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58824579,-82.15428776
LE-2006,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.58957546,-82.15494955
LE-2005,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59001902,-82.15517096
LE-2004,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59046191,-82.15539076
LE-2002,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59134835,-82.15583198
LE-2000,425_62,NORTH PINE ISLAND,AUZ, ,"2 days >6.23"" NOAA",2,6.23,NO,26.59223479,-82.1562732
L-952,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1810137,-83.089435
L-953,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18046476,-83.08939711
L-954,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17991582,-83.08935923
L-955,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17936688,-83.08932134
L-956,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17881794,-83.08928346
L-957,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.178269,-83.08924557
L-958,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17772007,-83.08920769
L-959,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17717113,-83.0891698
L-960,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17662218,-83.08913192
L-961,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17607325,-83.08909403
L-962,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1755243,-83.08905616
L-963,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17497536,-83.08901827
L-964,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17442642,-83.08898039
L-965,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17387729,-83.08894229
L-966,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17332849,-83.08890508
L-967,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1727796,-83.08886676
L-968,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17223066,-83.08882887
L-969,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17168172,-83.088791
L-926,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18110513,-83.08771481
L-927,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18055618,-83.08767693
L-928,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18000724,-83.08763906
L-929,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1794583,-83.08760118
L-930,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17890936,-83.08756331
L-931,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17836042,-83.08752543
L-932,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17781148,-83.08748755
L-933,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17726254,-83.08744968
L-934,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1767136,-83.08741181
L-935,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17616466,-83.08737393
L-937,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17506678,-83.08729819
L-939,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1739689,-83.08722237
L-940,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17341995,-83.08718457
L-941,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17287106,-83.08714723
L-942,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17232207,-83.08710883
L-943,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17177313,-83.08707096
L-944,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17122428,-83.08703415
L-945,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17067525,-83.08699522
L-946,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1701263,-83.08695736
L-947,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16957736,-83.08691949
L-948,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16902842,-83.08688163
L-950,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.16793054,-83.08680589
L-951,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1673816,-83.08676802
L-900,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18119652,-83.08599461
L-901,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18064758,-83.08595675
L-902,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.18009864,-83.08591888
L-903,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.1795497,-83.08588101
L-904,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17900076,-83.08584314
L-905,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17845175,-83.08580445
L-906,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17790288,-83.08576741
L-907,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17735394,-83.08572954
L-908,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17680499,-83.08569168
L-909,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17625605,-83.08565381
L-910,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17570711,-83.08561596
L-911,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17515817,-83.08557809
L-912,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17460923,-83.08554023
L-913,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17406029,-83.08550236
L-914,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17351134,-83.0854645
L-915,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17296238,-83.0854267
L-916,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17241346,-83.08538878
L-917,241_30,PELICAN REEF,AUZ, ,"EmergCond/3 days >10.5"" Cedar Key Forestry",3,10.5,YES,29.17186452,-83.08535094
