HA_CLASS,rainfall_thresh_in,datetime_uct,valid_period_hrs,pop12_perc,qpf_in,prob_close_perc,flag
NR_3,1.5,2020-09-27,72,45,0.16,67.4,testing
NR_4,1.5,2020-09-27,72,44.1,0.15,80.2,testing
NR_7,1.5,2020-09-27,72,44,0.13,95.7,testing
NPT_1,1,2020-09-27,72,46,0.18,54.5,testing
NPT_2A,1,2020-09-27,72,46,0.18,33.3,testing
NPT_2B,1,2020-09-27,72,46,0.18,28.1,testing
NPT_4,1.5,2020-09-27,72,45.5,0.17,84.3,testing
NPT_5,1.5,2020-09-27,72,45.39,0.17,32.4,testing
Bruns_3A,1.5,2020-09-27,72,35,0.12,75.8,testing
Bruns_4,2.5,2020-09-27,72,35,0.12,41.5,testing
Bruns_5,2,2020-09-27,72,0,0,82.5,testing
Bruns_6,2,2020-09-27,72,33.89,0.1,71.9,testing
NH_2,2,2020-09-27,72,32,0.1,62.7,testing
NH_4,2.5,2020-09-27,72,33,0.11,25.7,testing
PND_1,2.5,2020-09-27,72,32,0.11,73.7,testing
PND_5,2.5,2020-09-27,72,31.62,0.12,54.1,testing
PND_6,3,2020-09-27,72,31.54,0.12,74.6,testing
Onsl_7,1.5,2020-09-27,72,31,0.12,87.7,testing
Onsl_6B,1.5,2020-09-27,72,48,0.25,96.5,testing
Onsl_5,1.5,2020-09-27,72,49,0.26,84,testing
Onsl_4,1.5,2020-09-27,72,49,0.26,74.4,testing
Onsl_1,3,2020-09-27,72,50,0.28,90.6,testing
MU_5A,1.5,2020-09-27,72,49,0.27,35.1,testing
MU_7,1.5,2020-09-27,72,49,0.23,66.8,testing
MU_10,3,2020-09-27,72,48.72,0.23,23.4,testing
MU_11,1,2020-09-27,72,48.75,0.23,59.8,testing
MU_12,1.5,2020-09-27,72,48.75,0.23,94,testing
MU_14,3,2020-09-27,72,48,0.23,88.5,testing
MU_15,1.5,2020-09-27,72,48,0.22,59,testing
MU_16B,2,2020-09-27,72,48,0.22,78,testing
BS_2,3,2020-09-27,72,47.67,0.22,24.7,testing
BS_4,3,2020-09-27,72,47,0.21,93.3,testing
BS_3,2.5,2020-09-27,72,47,0.21,82.5,testing
BS_5,2.5,2020-09-27,72,47,0.21,20.2,testing
BS_8,2.5,2020-09-27,72,47,0.2,23.5,testing
BS_9,3,2020-09-27,72,46.8,0.2,48.1,testing
BS_11,3,2020-09-27,72,46.33,0.2,30.9,testing
BS_13,3,2020-09-27,72,46,0.18,20.9,testing
BS_12,2.5,2020-09-27,72,46,0.18,78.1,testing
MU_13,3,2020-09-27,72,48,0.23,44.4,testing
Neuse_7,4,2020-09-27,72,43.99,0.16,79.2,testing
JB_3,4,2020-09-27,72,44,0.13,35.7,testing
PAM_6,4,2020-09-27,72,46,0.36,52,testing
PAM_7,4,2020-09-27,72,45.37,0.36,71.5,testing
NB_6,4,2020-09-27,72,43.85,0.13,40.7,testing
NPT_3,1.5,2020-09-27,72,45.78,0.18,60.1,testing
NH_6,2,2020-09-27,72,33,0.1,50,testing
NR_1,1.5,2020-09-27,72,44.04,0.15,57.5,testing
Sandy_1,4,2020-09-27,72,43,0.25,24.9,testing
Onsl_2,3,2020-09-27,72,49.86,0.28,95.4,testing
NH_3,3,2020-09-27,72,32,0.1,45,testing
Onsl_3,3,2020-09-27,72,49,0.27,94.1,testing
CL_4A,4,2020-09-27,72,43.12,0.14,64,testing
OBX_4A,4,2020-09-27,72,43.1,0.28,99.1,testing
OBX_4B,4,2020-09-27,72,43.05,0.26,47.2,testing
Stump_1,4,2020-09-27,72,43,0.27,80.8,testing
OBX_9B,4,2020-09-27,72,41.97,0.19,85.3,testing
BS_14,2.5,2020-09-27,72,46,0.18,95.9,testing
OBX_9A,4,2020-09-27,72,43.72,0.22,47.5,testing
OBX_10A,4,2020-09-27,72,44.37,0.24,47.3,testing
NR_8B,3,2020-09-27,72,44,0.14,85.7,testing
NR_6,1.5,2020-09-27,72,44,0.15,87.3,testing
BS_1,2.5,2020-09-27,72,47.92,0.22,53.5,testing
BS_10,2.5,2020-09-27,72,46.25,0.19,97.7,testing
PAM_1,4,2020-09-28,24,0,0,87,testing
Pungo_1,4,2020-09-28,24,0,0,95.1,testing
Hyde_6,4,2020-09-28,24,0,0,45.9,testing
OBX_3,4,2020-09-28,24,0,0,55.5,testing
Bruns_1,1,2020-09-28,24,1,0,94.9,testing
Bruns_2,1,2020-09-28,24,1,0,79.6,testing
Bruns_7,1,2020-09-28,24,1,0,36.3,testing
Bruns_8,4,2020-09-28,24,2,0,76.5,testing
NHP_2,3,2020-09-28,24,1,0,80.4,testing
PAM_6A,4,2020-09-28,24,0,0,61.7,testing
NR_5,1.5,2020-09-28,24,0,0,31.7,testing
NR_9,4,2020-09-28,24,0,0,69.5,testing
JB_1A,2,2020-09-28,24,0,0,88.2,testing
CL_3,4,2020-09-28,24,0,0,53.6,testing
Bruns_3,1.5,2020-09-28,24,1,0,76.4,testing
Bruns_4A,2,2020-09-28,24,1,0,44.5,testing
NH_1,2,2020-09-28,24,1,0,42.6,testing
NH_5,3,2020-09-28,24,1,0,46.7,testing
NH_7,2,2020-09-28,24,1,0,69.3,testing
PND_2,3,2020-09-28,24,1,0,92.1,testing
PND_4,3,2020-09-28,24,1,0,26,testing
PND_3,2.5,2020-09-28,24,1,0,40.2,testing
NHP_1,2.5,2020-09-28,24,1,0,46.4,testing
Onsl_6A,1.5,2020-09-28,24,0,0,47.8,testing
MU_2,1.5,2020-09-28,24,0,0,51.7,testing
MU_3,3,2020-09-28,24,0,0,85.2,testing
MU_1,1.5,2020-09-28,24,0,0,26.3,testing
MU_4,1.5,2020-09-28,24,0,0,88.9,testing
MU_6B,3,2020-09-28,24,0,0,55.7,testing
MU_6C,3,2020-09-28,24,0,0,32.9,testing
MU_8,1.5,2020-09-28,24,0,0,54.1,testing
MU_5B,1.5,2020-09-28,24,0,0,49.1,testing
MU_9,3,2020-09-28,24,0,0,78.4,testing
MU_6A,3,2020-09-28,24,0,0,36.3,testing
MU_15A,1.5,2020-09-28,24,0,0,88.4,testing
MU_16A,2,2020-09-28,24,0,0,85.5,testing
MU_17,3,2020-09-28,24,0,0,55.2,testing
BS_13B,3,2020-09-28,24,0,0,42.1,testing
BS_6,3,2020-09-28,24,0,0,81.7,testing
BS_7,2.5,2020-09-28,24,0,0,81.5,testing
BS_15,3,2020-09-28,24,0,0,76.8,testing
PAM_6B,4,2020-09-28,24,0,0,61.9,testing
OBX_1,4,2020-09-28,24,0,0,50.4,testing
PAM_2,4,2020-09-28,24,0,0,78,testing
PAM_4,4,2020-09-28,24,0,0,25.2,testing
PAM_5,4,2020-09-28,24,0,0,66.9,testing
Hyde_3,4,2020-09-28,24,0,0,65.1,testing
Neuse_2,4,2020-09-28,24,0,0,64.3,testing
Neuse_3,4,2020-09-28,24,0,0,79.4,testing
Neuse_6,4,2020-09-28,24,0,0,83,testing
Neuse_4,4,2020-09-28,24,0,0,83.8,testing
Neuse_1,4,2020-09-28,24,0,0,27.9,testing
Neuse_8,4,2020-09-28,24,0,0,88.1,testing
PAM_3,4,2020-09-28,24,0,0,38,testing
Hyde_5,4,2020-09-28,24,0,0,90.5,testing
Hyde_4,4,2020-09-28,24,0,0,91.8,testing
Hyde_2,4,2020-09-28,24,0,0,92.3,testing
Hyde_1,4,2020-09-28,24,0,0,47.5,testing
LS_1,4,2020-09-28,24,0,0,27.8,testing
OBX_2,4,2020-09-28,24,0,0,34.5,testing
OBX_5A,4,2020-09-28,24,0,0,82.5,testing
OBX_6,4,2020-09-28,24,0,0,96.1,testing
OBX_5,4,2020-09-28,24,0,0,59,testing
CL_4B,4,2020-09-28,24,0,0,65.3,testing
CL_2,4,2020-09-28,24,0,0,71.7,testing
OBX_7,4,2020-09-28,24,0,0,24.9,testing
OBX_8,4,2020-09-28,24,0,0,33.7,testing
OBX_10B,4,2020-09-28,24,0,0,45.3,testing
CL_1,4,2020-09-28,24,0,0,71.7,testing
NB_4,2,2020-09-28,24,0,0,76.9,testing
NB_3,2,2020-09-28,24,0,0,96,testing
NB_1,1.5,2020-09-28,24,0,0,65.1,testing
NB_2,2,2020-09-28,24,0,0,91,testing
NB_5,4,2020-09-28,24,0,0,49.4,testing
JB_2,2,2020-09-28,24,0,0,28.9,testing
JB_1,2,2020-09-28,24,0,0,41.7,testing
NR_2,1.5,2020-09-28,24,0,0,45.1,testing
NR_8A,3,2020-09-28,24,0,0,85.6,testing
NR_10,4,2020-09-28,24,0,0,95.1,testing
JB_4,4,2020-09-28,24,0,0,87.3,testing
NR_3,1.5,2020-09-28,24,0,0,71.6,testing
NR_4,1.5,2020-09-28,24,0,0,51.9,testing
NR_7,1.5,2020-09-28,24,0,0,48.1,testing
NPT_1,1,2020-09-28,24,0,0,86.4,testing
NPT_2A,1,2020-09-28,24,0,0,93.7,testing
NPT_2B,1,2020-09-28,24,0,0,37.3,testing
NPT_4,1.5,2020-09-28,24,0,0,21.9,testing
NPT_5,1.5,2020-09-28,24,0,0,69.5,testing
Bruns_3A,1.5,2020-09-28,24,1,0,92.9,testing
Bruns_4,2.5,2020-09-28,24,1,0,43.7,testing
Bruns_5,2,2020-09-28,24,0,0,80.7,testing
Bruns_6,2,2020-09-28,24,1,0,55.9,testing
NH_2,2,2020-09-28,24,1,0,73.5,testing
NH_4,2.5,2020-09-28,24,1,0,86,testing
PND_1,2.5,2020-09-28,24,1,0,39.3,testing
PND_5,2.5,2020-09-28,24,1,0,56.5,testing
PND_6,3,2020-09-28,24,1,0,90.2,testing
Onsl_7,1.5,2020-09-28,24,1,0,62.7,testing
Onsl_6B,1.5,2020-09-28,24,0.08,0,58.9,testing
Onsl_5,1.5,2020-09-28,24,0,0,82.5,testing
Onsl_4,1.5,2020-09-28,24,0,0,99.1,testing
Onsl_1,3,2020-09-28,24,0,0,81,testing
MU_5A,1.5,2020-09-28,24,0,0,50.3,testing
MU_7,1.5,2020-09-28,24,0,0,77.9,testing
MU_10,3,2020-09-28,24,0,0,45.2,testing
MU_11,1,2020-09-28,24,0,0,85,testing
MU_12,1.5,2020-09-28,24,0,0,80.4,testing
MU_14,3,2020-09-28,24,0,0,93.3,testing
MU_15,1.5,2020-09-28,24,0,0,23.6,testing
MU_16B,2,2020-09-28,24,0,0,70,testing
BS_2,3,2020-09-28,24,0,0,31.3,testing
BS_4,3,2020-09-28,24,0,0,74.4,testing
BS_3,2.5,2020-09-28,24,0,0,60.5,testing
BS_5,2.5,2020-09-28,24,0,0,56,testing
BS_8,2.5,2020-09-28,24,0,0,93.3,testing
BS_9,3,2020-09-28,24,0,0,83,testing
BS_11,3,2020-09-28,24,0,0,31.9,testing
BS_13,3,2020-09-28,24,0,0,77.1,testing
BS_12,2.5,2020-09-28,24,0,0,37.7,testing
MU_13,3,2020-09-28,24,0,0,61.6,testing
Neuse_7,4,2020-09-28,24,0,0,98,testing
JB_3,4,2020-09-28,24,0,0,70.8,testing
PAM_6,4,2020-09-28,24,0,0,51.5,testing
PAM_7,4,2020-09-28,24,0,0,73.7,testing
NB_6,4,2020-09-28,24,0,0,52.3,testing
NPT_3,1.5,2020-09-28,24,0,0,69.6,testing
NH_6,2,2020-09-28,24,1,0,46.6,testing
NR_1,1.5,2020-09-28,24,0,0,90,testing
Sandy_1,4,2020-09-28,24,0,0,21.3,testing
Onsl_2,3,2020-09-28,24,0,0,66.1,testing
NH_3,3,2020-09-28,24,1,0,68.3,testing
Onsl_3,3,2020-09-28,24,0,0,75.9,testing
CL_4A,4,2020-09-28,24,0,0,60.3,testing
OBX_4A,4,2020-09-28,24,0,0,89.3,testing
OBX_4B,4,2020-09-28,24,0,0,77,testing
Stump_1,4,2020-09-28,24,0,0,73.6,testing
OBX_9B,4,2020-09-28,24,0,0,71.9,testing
BS_14,2.5,2020-09-28,24,0,0,63.4,testing
OBX_9A,4,2020-09-28,24,0,0,65.1,testing
OBX_10A,4,2020-09-28,24,0,0,77.9,testing
NR_8B,3,2020-09-28,24,0,0,72.5,testing
NR_6,1.5,2020-09-28,24,0,0,63.1,testing
BS_1,2.5,2020-09-28,24,0,0,80.4,testing
BS_10,2.5,2020-09-28,24,0,0,59.3,testing
PAM_1,4,2020-09-28,48,4,0,98.6,testing
Pungo_1,4,2020-09-28,48,4,0,86.3,testing
Hyde_6,4,2020-09-28,48,4,0,21.1,testing
OBX_3,4,2020-09-28,48,2,0,61.5,testing
Bruns_1,1,2020-09-28,48,8,0,50.6,testing
Bruns_2,1,2020-09-28,48,7,0,53.8,testing
Bruns_7,1,2020-09-28,48,7,0,76.2,testing
Bruns_8,4,2020-09-28,48,7,0,93.5,testing
NHP_2,3,2020-09-28,48,7,0,24.4,testing
PAM_6A,4,2020-09-28,48,4,0,31.1,testing
NR_5,1.5,2020-09-28,48,4,0,77.3,testing
NR_9,4,2020-09-28,48,4,0,42.5,testing
JB_1A,2,2020-09-28,48,4,0,74,testing
CL_3,4,2020-09-28,48,4,0,76.5,testing
Bruns_3,1.5,2020-09-28,48,7,0,85.2,testing
Bruns_4A,2,2020-09-28,48,7,0,47.7,testing
NH_1,2,2020-09-28,48,7,0,22,testing
NH_5,3,2020-09-28,48,7,0,38.8,testing
NH_7,2,2020-09-28,48,7,0,22.9,testing
PND_2,3,2020-09-28,48,7,0,22.5,testing
PND_4,3,2020-09-28,48,7,0,88.6,testing
PND_3,2.5,2020-09-28,48,7,0,49.1,testing
NHP_1,2.5,2020-09-28,48,7,0,60.4,testing
Onsl_6A,1.5,2020-09-28,48,3,0,57.1,testing
MU_2,1.5,2020-09-28,48,3,0,73.8,testing
MU_3,3,2020-09-28,48,3,0,36.4,testing
MU_1,1.5,2020-09-28,48,3,0,74.2,testing
MU_4,1.5,2020-09-28,48,3,0,82.4,testing
MU_6B,3,2020-09-28,48,3,0,62.7,testing
MU_6C,3,2020-09-28,48,3,0,36.2,testing
MU_8,1.5,2020-09-28,48,3,0,80,testing
MU_5B,1.5,2020-09-28,48,3,0,54.5,testing
MU_9,3,2020-09-28,48,3,0,68.9,testing
MU_6A,3,2020-09-28,48,3,0,54.4,testing
MU_15A,1.5,2020-09-28,48,3,0,44.6,testing
MU_16A,2,2020-09-28,48,3,0,24.2,testing
MU_17,3,2020-09-28,48,3,0,56.6,testing
BS_13B,3,2020-09-28,48,3,0,26.4,testing
BS_6,3,2020-09-28,48,3,0,45.2,testing
BS_7,2.5,2020-09-28,48,3,0,44.5,testing
BS_15,3,2020-09-28,48,3.67,0,63.2,testing
PAM_6B,4,2020-09-28,48,4,0,54,testing
OBX_1,4,2020-09-28,48,2,0,38.8,testing
PAM_2,4,2020-09-28,48,4,0,92.4,testing
PAM_4,4,2020-09-28,48,4,0,98.4,testing
PAM_5,4,2020-09-28,48,4,0,65,testing
Hyde_3,4,2020-09-28,48,4,0,54.3,testing
Neuse_2,4,2020-09-28,48,4,0,24.8,testing
Neuse_3,4,2020-09-28,48,4,0,85.2,testing
Neuse_6,4,2020-09-28,48,4,0,89.2,testing
Neuse_4,4,2020-09-28,48,4,0,25.5,testing
Neuse_1,4,2020-09-28,48,4,0,72.5,testing
Neuse_8,4,2020-09-28,48,4,0,67.5,testing
PAM_3,4,2020-09-28,48,4,0,96.3,testing
Hyde_5,4,2020-09-28,48,4,0,42.5,testing
Hyde_4,4,2020-09-28,48,4,0,72.7,testing
Hyde_2,4,2020-09-28,48,4,0,85.3,testing
Hyde_1,4,2020-09-28,48,3.54,0,32.5,testing
LS_1,4,2020-09-28,48,3,0,58.2,testing
OBX_2,4,2020-09-28,48,2,0,50.1,testing
OBX_5A,4,2020-09-28,48,3,0,40,testing
OBX_6,4,2020-09-28,48,3.25,0,87.6,testing
OBX_5,4,2020-09-28,48,2.22,0,75.1,testing
CL_4B,4,2020-09-28,48,4,0,92.5,testing
CL_2,4,2020-09-28,48,4,0,44.4,testing
OBX_7,4,2020-09-28,48,4,0,23.3,testing
OBX_8,4,2020-09-28,48,4,0,65,testing
OBX_10B,4,2020-09-28,48,4,0,54.1,testing
CL_1,4,2020-09-28,48,4,0,64,testing
NB_4,2,2020-09-28,48,4,0,65.2,testing
NB_3,2,2020-09-28,48,4,0,62.1,testing
NB_1,1.5,2020-09-28,48,4,0,33.3,testing
NB_2,2,2020-09-28,48,4,0,34.6,testing
NB_5,4,2020-09-28,48,4,0,64.9,testing
JB_2,2,2020-09-28,48,4,0,89.8,testing
JB_1,2,2020-09-28,48,4,0,86.6,testing
NR_2,1.5,2020-09-28,48,4,0,74.5,testing
NR_8A,3,2020-09-28,48,4,0,25,testing
NR_10,4,2020-09-28,48,4,0,76.8,testing
JB_4,4,2020-09-28,48,4,0,85.2,testing
NR_3,1.5,2020-09-28,48,4,0,32.1,testing
NR_4,1.5,2020-09-28,48,4,0,83.9,testing
NR_7,1.5,2020-09-28,48,4,0,91.7,testing
NPT_1,1,2020-09-28,48,4,0,20.2,testing
NPT_2A,1,2020-09-28,48,4,0,53.6,testing
NPT_2B,1,2020-09-28,48,4,0,41,testing
NPT_4,1.5,2020-09-28,48,4,0,28.8,testing
NPT_5,1.5,2020-09-28,48,4,0,26.8,testing
Bruns_3A,1.5,2020-09-28,48,7,0,96.2,testing
Bruns_4,2.5,2020-09-28,48,7,0,47.6,testing
Bruns_5,2,2020-09-28,48,0,0,67.2,testing
Bruns_6,2,2020-09-28,48,7,0,51.6,testing
NH_2,2,2020-09-28,48,7,0,78.5,testing
NH_4,2.5,2020-09-28,48,7,0,50.6,testing
PND_1,2.5,2020-09-28,48,7,0,49.7,testing
PND_5,2.5,2020-09-28,48,7,0,66.6,testing
PND_6,3,2020-09-28,48,7,0,74.3,testing
Onsl_7,1.5,2020-09-28,48,7,0,70.3,testing
Onsl_6B,1.5,2020-09-28,48,3.33,0,24.7,testing
Onsl_5,1.5,2020-09-28,48,3,0,48.1,testing
Onsl_4,1.5,2020-09-28,48,3,0,60.6,testing
Onsl_1,3,2020-09-28,48,3,0,42.7,testing
MU_5A,1.5,2020-09-28,48,3,0,43.5,testing
MU_7,1.5,2020-09-28,48,3,0,50.5,testing
MU_10,3,2020-09-28,48,3,0,20.2,testing
MU_11,1,2020-09-28,48,3,0,34.4,testing
MU_12,1.5,2020-09-28,48,3,0,44.7,testing
MU_14,3,2020-09-28,48,3,0,39.7,testing
MU_15,1.5,2020-09-28,48,3,0,78.9,testing
MU_16B,2,2020-09-28,48,3,0,98.2,testing
BS_2,3,2020-09-28,48,3,0,67.3,testing
BS_4,3,2020-09-28,48,3,0,76,testing
BS_3,2.5,2020-09-28,48,3,0,29.4,testing
BS_5,2.5,2020-09-28,48,3,0,65.1,testing
BS_8,2.5,2020-09-28,48,3,0,21,testing
BS_9,3,2020-09-28,48,3,0,89.6,testing
BS_11,3,2020-09-28,48,3,0,50.4,testing
BS_13,3,2020-09-28,48,3,0,35.9,testing
BS_12,2.5,2020-09-28,48,3,0,85.6,testing
MU_13,3,2020-09-28,48,3,0,88.3,testing
Neuse_7,4,2020-09-28,48,4,0,39,testing
JB_3,4,2020-09-28,48,4,0,25.9,testing
PAM_6,4,2020-09-28,48,4,0,92.2,testing
PAM_7,4,2020-09-28,48,4,0,35.8,testing
NB_6,4,2020-09-28,48,4,0,78.3,testing
NPT_3,1.5,2020-09-28,48,4,0,30.1,testing
NH_6,2,2020-09-28,48,7,0,79.6,testing
NR_1,1.5,2020-09-28,48,4,0,71.9,testing
Sandy_1,4,2020-09-28,48,2.94,0,71.9,testing
Onsl_2,3,2020-09-28,48,3,0,76,testing
NH_3,3,2020-09-28,48,7,0,79.2,testing
Onsl_3,3,2020-09-28,48,3,0,67.1,testing
CL_4A,4,2020-09-28,48,4,0,50.3,testing
OBX_4A,4,2020-09-28,48,2,0,85,testing
OBX_4B,4,2020-09-28,48,2,0,97.5,testing
Stump_1,4,2020-09-28,48,2,0,65.4,testing
OBX_9B,4,2020-09-28,48,3.11,0,82.3,testing
BS_14,2.5,2020-09-28,48,3,0,84.7,testing
OBX_9A,4,2020-09-28,48,3.6,0,32.1,testing
OBX_10A,4,2020-09-28,48,4,0,58.1,testing
NR_8B,3,2020-09-28,48,4,0,98.8,testing
NR_6,1.5,2020-09-28,48,4,0,51.9,testing
BS_1,2.5,2020-09-28,48,3,0,54.1,testing
BS_10,2.5,2020-09-28,48,3,0,98,testing
PAM_1,4,2020-09-28,72,46.66,0.41,86.6,testing
Pungo_1,4,2020-09-28,72,46.61,0.39,50.5,testing
Hyde_6,4,2020-09-28,72,45.99,0.37,84.8,testing
OBX_3,4,2020-09-28,72,43,0.27,66.4,testing
Bruns_1,1,2020-09-28,72,34.8,0.14,39.1,testing
Bruns_2,1,2020-09-28,72,35,0.12,58,testing
Bruns_7,1,2020-09-28,72,34,0.1,71.4,testing
Bruns_8,4,2020-09-28,72,31.14,0.08,81.3,testing
NHP_2,3,2020-09-28,72,32.03,0.11,89.3,testing
PAM_6A,4,2020-09-28,72,46,0.38,87.6,testing
NR_5,1.5,2020-09-28,72,45,0.16,93.7,testing
NR_9,4,2020-09-28,72,44.42,0.16,70.4,testing
JB_1A,2,2020-09-28,72,44,0.14,60.6,testing
CL_3,4,2020-09-28,72,43.6,0.15,39.2,testing
Bruns_3,1.5,2020-09-28,72,35,0.12,71.7,testing
Bruns_4A,2,2020-09-28,72,34.33,0.12,90,testing
NH_1,2,2020-09-28,72,32,0.1,37.3,testing
NH_5,3,2020-09-28,72,32.69,0.11,40.2,testing
NH_7,2,2020-09-28,72,32,0.12,41.5,testing
PND_2,3,2020-09-28,72,32,0.11,94.5,testing
PND_4,3,2020-09-28,72,31.59,0.12,39.6,testing
PND_3,2.5,2020-09-28,72,31.8,0.12,38.9,testing
NHP_1,2.5,2020-09-28,72,32.5,0.11,46.7,testing
Onsl_6A,1.5,2020-09-28,72,50,0.27,71.1,testing
MU_2,1.5,2020-09-28,72,49,0.27,93.5,testing
MU_3,3,2020-09-28,72,49,0.26,75.5,testing
MU_1,1.5,2020-09-28,72,49,0.27,67.4,testing
MU_4,1.5,2020-09-28,72,49,0.27,87,testing
MU_6B,3,2020-09-28,72,49,0.27,72.4,testing
MU_6C,3,2020-09-28,72,49,0.26,50.2,testing
MU_8,1.5,2020-09-28,72,49,0.23,91.5,testing
MU_5B,1.5,2020-09-28,72,48.92,0.26,70.6,testing
MU_9,3,2020-09-28,72,48.98,0.23,88.9,testing
MU_6A,3,2020-09-28,72,48.67,0.25,89.4,testing
MU_15A,1.5,2020-09-28,72,48,0.23,29,testing
MU_16A,2,2020-09-28,72,48,0.23,37.1,testing
MU_17,3,2020-09-28,72,48,0.22,69.3,testing
BS_13B,3,2020-09-28,72,46,0.18,48.9,testing
BS_6,3,2020-09-28,72,47,0.21,50.4,testing
BS_7,2.5,2020-09-28,72,47,0.2,76.4,testing
BS_15,3,2020-09-28,72,45.33,0.18,36.4,testing
PAM_6B,4,2020-09-28,72,46,0.38,60,testing
OBX_1,4,2020-09-28,72,43,0.3,49.9,testing
PAM_2,4,2020-09-28,72,46,0.39,29.4,testing
PAM_4,4,2020-09-28,72,46,0.38,47,testing
PAM_5,4,2020-09-28,72,45.87,0.36,74.4,testing
Hyde_3,4,2020-09-28,72,45.11,0.34,29.9,testing
Neuse_2,4,2020-09-28,72,45.11,0.2,83.3,testing
Neuse_3,4,2020-09-28,72,45,0.2,65.4,testing
Neuse_6,4,2020-09-28,72,44.08,0.16,95.9,testing
Neuse_4,4,2020-09-28,72,45.13,0.23,99.9,testing
Neuse_1,4,2020-09-28,72,45.5,0.27,50.1,testing
Neuse_8,4,2020-09-28,72,44.51,0.19,88.6,testing
PAM_3,4,2020-09-28,72,46,0.4,96.3,testing
Hyde_5,4,2020-09-28,72,46,0.39,77.6,testing
Hyde_4,4,2020-09-28,72,46,0.37,78.2,testing
Hyde_2,4,2020-09-28,72,44.38,0.3,48.7,testing
Hyde_1,4,2020-09-28,72,44,0.26,26.3,testing
LS_1,4,2020-09-28,72,44.04,0.25,32.2,testing
OBX_2,4,2020-09-28,72,43.45,0.3,34.5,testing
OBX_5A,4,2020-09-28,72,41.04,0.18,85.7,testing
OBX_6,4,2020-09-28,72,39.86,0.14,60.9,testing
OBX_5,4,2020-09-28,72,42.34,0.21,33,testing
CL_4B,4,2020-09-28,72,43,0.13,53.9,testing
CL_2,4,2020-09-28,72,43.04,0.15,89.7,testing
OBX_7,4,2020-09-28,72,39.67,0.12,28.9,testing
OBX_8,4,2020-09-28,72,42.47,0.14,75.9,testing
OBX_10B,4,2020-09-28,72,43.09,0.13,37.8,testing
CL_1,4,2020-09-28,72,43.03,0.15,52.5,testing
NB_4,2,2020-09-28,72,44,0.13,94.7,testing
NB_3,2,2020-09-28,72,44,0.13,62.5,testing
NB_1,1.5,2020-09-28,72,44,0.14,37.6,testing
NB_2,2,2020-09-28,72,44,0.13,25.4,testing
NB_5,4,2020-09-28,72,43.78,0.13,39.2,testing
JB_2,2,2020-09-28,72,44,0.14,60.8,testing
JB_1,2,2020-09-28,72,44,0.14,20.4,testing
NR_2,1.5,2020-09-28,72,44.21,0.15,95.5,testing
NR_8A,3,2020-09-28,72,44,0.15,87.2,testing
NR_10,4,2020-09-28,72,43.84,0.14,74.9,testing
JB_4,4,2020-09-28,72,43.97,0.13,59,testing
NR_3,1.5,2020-09-28,72,45,0.16,32.3,testing
NR_4,1.5,2020-09-28,72,44.1,0.15,70.7,testing
NR_7,1.5,2020-09-28,72,44,0.13,61.3,testing
NPT_1,1,2020-09-28,72,46,0.18,42.8,testing
NPT_2A,1,2020-09-28,72,46,0.18,25.6,testing
NPT_2B,1,2020-09-28,72,46,0.18,95,testing
NPT_4,1.5,2020-09-28,72,45.5,0.17,31.9,testing
NPT_5,1.5,2020-09-28,72,45.39,0.17,41.1,testing
Bruns_3A,1.5,2020-09-28,72,35,0.12,70.4,testing
Bruns_4,2.5,2020-09-28,72,35,0.12,23.9,testing
Bruns_5,2,2020-09-28,72,0,0,28.8,testing
Bruns_6,2,2020-09-28,72,33.89,0.1,80.3,testing
NH_2,2,2020-09-28,72,32,0.1,73.9,testing
NH_4,2.5,2020-09-28,72,33,0.11,91.2,testing
PND_1,2.5,2020-09-28,72,32,0.11,32.6,testing
PND_5,2.5,2020-09-28,72,31.62,0.12,27.9,testing
PND_6,3,2020-09-28,72,31.54,0.12,77.6,testing
Onsl_7,1.5,2020-09-28,72,31,0.12,76.6,testing
Onsl_6B,1.5,2020-09-28,72,48,0.25,83.3,testing
Onsl_5,1.5,2020-09-28,72,49,0.26,55.3,testing
Onsl_4,1.5,2020-09-28,72,49,0.26,81.6,testing
Onsl_1,3,2020-09-28,72,50,0.28,60.7,testing
MU_5A,1.5,2020-09-28,72,49,0.27,24.8,testing
MU_7,1.5,2020-09-28,72,49,0.23,47.9,testing
MU_10,3,2020-09-28,72,48.72,0.23,54.6,testing
MU_11,1,2020-09-28,72,48.75,0.23,70.8,testing
MU_12,1.5,2020-09-28,72,48.75,0.23,96.2,testing
MU_14,3,2020-09-28,72,48,0.23,82.9,testing
MU_15,1.5,2020-09-28,72,48,0.22,39.4,testing
MU_16B,2,2020-09-28,72,48,0.22,23.2,testing
BS_2,3,2020-09-28,72,47.67,0.22,91,testing
BS_4,3,2020-09-28,72,47,0.21,32.6,testing
BS_3,2.5,2020-09-28,72,47,0.21,52.4,testing
BS_5,2.5,2020-09-28,72,47,0.21,51.3,testing
BS_8,2.5,2020-09-28,72,47,0.2,57.7,testing
BS_9,3,2020-09-28,72,46.8,0.2,57.2,testing
BS_11,3,2020-09-28,72,46.33,0.2,84.6,testing
BS_13,3,2020-09-28,72,46,0.18,48.3,testing
BS_12,2.5,2020-09-28,72,46,0.18,30.6,testing
MU_13,3,2020-09-28,72,48,0.23,42.5,testing
Neuse_7,4,2020-09-28,72,43.99,0.16,94,testing
